,date,text,favorite_count,favorited,language,geocode,retweet count,retweeted,coordinates,candidate,party,sentiment
89,2016-05-15 00:30:16,#BernieSanders can count on me. Because I believe we can count on him. https://t.co/4BqcE752JR,0,False,en,,0,False,,1,1,0.0
90,2016-05-15 00:29:33,RT @kevinkivo: No longer seeing any value to #berniesanders presence in this race. #dropoutbernie https://t.co/RZqmCJIxlf,0,False,en,,6,False,,1,1,0.0
91,2016-05-15 19:35:45,"RT @taiping2: #HFA &amp; #OFA campaigns' instructions to volunteers ""Respect, Empower, Include."" Both scrupulous About $. #Bernie? no https://t",0,False,en,,2,False,,1,1,0.0
92,2016-05-15 19:35:42,"RT @taiping2: #HFA &amp; #OFA campaigns' instructions to volunteers ""Respect, Empower, Include."" Both scrupulous About $. #Bernie? no https://t",0,False,en,,2,False,,1,1,0.0
93,2016-05-15 19:35:03,"#HFA &amp; #OFA campaigns' instructions to volunteers ""Respect, Empower, Include."" Both scrupulous About $. #Bernie? no https://t.co/hkpqjgE5yL",1,False,en,,2,False,,1,1,0.0
94,2016-05-15 19:31:22,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
95,2016-05-15 19:29:33,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
96,2016-05-15 19:26:29,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
97,2016-05-15 19:23:32,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
98,2016-05-15 19:23:20,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
99,2016-05-15 19:22:11,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
100,2016-05-15 19:21:01,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
101,2016-05-15 19:18:57,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
102,2016-05-15 19:18:13,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
103,2016-05-15 19:16:15,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
104,2016-05-15 19:14:38,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
105,2016-05-15 19:13:31,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
106,2016-05-15 18:55:02,"RT @ApplePieEnglish: @JeanetteJing @TheDemocrats Giving #Bernie real reason to run as Independent, as if I needed another reason 2 vote 4 #",0,False,en,,5,False,,1,1,0.1
107,2016-05-15 18:45:53,.@theEcoNEST get a #CrossOverBallot to vote for #Bernie if your ballot doesn't let you vote for #BernieSanders... https://t.co/rzN1wkUl4c,0,False,en,,0,False,,1,1,0.0
108,2016-05-15 18:45:09,.@theEcoNEST #VoterSuppression for #Bernie in #California fill out a #crossoverBallot https://t.co/zCieFbUME7,0,False,en,,0,False,,1,1,0.0
109,2016-05-15 18:41:10,RT @AlexiaJohannes: @ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,0,False,en,,9,False,,1,1,0.5
110,2016-05-15 18:35:50,@ASICSamerica @ryanhall3 Showing our love for #Bernie at #BayToBreakers https://t.co/hjM8i2tCvx,9,False,en,,9,False,,1,1,0.5
111,2016-05-15 16:42:53,"RT @ApplePieEnglish: @JeanetteJing @TheDemocrats Giving #Bernie real reason to run as Independent, as if I needed another reason 2 vote 4 #",0,False,en,,5,False,,1,1,0.1
112,2016-05-15 16:03:42,"RT @ApplePieEnglish: @JeanetteJing @TheDemocrats Giving #Bernie real reason to run as Independent, as if I needed another reason 2 vote 4 #",0,False,en,,5,False,,1,1,0.1
113,2016-05-15 15:36:55,"RT @Anthony_Rocca: If #CrookedHillary #Clinton can't close the deal on Crazy #Bernie, how is she going to take on #China, #Russia, ISIS and",0,False,en,,1,False,,1,1,-0.6
114,2016-05-15 15:36:31,"RT @ApplePieEnglish: @JeanetteJing @TheDemocrats Giving #Bernie real reason to run as Independent, as if I needed another reason 2 vote 4 #",0,False,en,,5,False,,1,1,0.1
115,2016-05-15 15:35:03,"RT @ApplePieEnglish: @JeanetteJing @TheDemocrats Giving #Bernie real reason to run as Independent, as if I needed another reason 2 vote 4 #",0,False,en,,5,False,,1,1,0.1
116,2016-05-15 15:34:18,"If #CrookedHillary #Clinton can't close the deal on Crazy #Bernie, how is she going to take on #China, #Russia, ISIS and all of the others?",3,False,en,,1,False,,1,1,-0.6
117,2016-05-15 15:28:13,"@JeanetteJing @TheDemocrats Giving #Bernie real reason to run as Independent, as if I needed another reason 2 vote 4 #Sanders. #BernieOrBust",3,False,en,,5,False,,1,1,0.1
118,2016-05-15 14:51:53,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
119,2016-05-15 10:50:20,RT @ArtistGeneral: A CALL TO ARTS UPT8 https://t.co/ezsEnSrMvW  #poetry #music #photography #art #innovation #memes #bernie #Gallery #cultu,0,False,en,,1,False,,1,1,0.0
120,2016-05-15 10:48:02,A CALL TO ARTS UPT8 https://t.co/ezsEnSrMvW  #poetry #music #photography #art #innovation #memes #bernie #Gallery #culture #npr #DeepMind,0,False,en,,1,False,,1,1,0.0
121,2016-05-15 07:50:02,@AbbyMartin @democracynow @aclu @slgsf #Trending #ElectionFRAUD #VoterSuppression #NVconvention #CENSORSHIP #Bernie https://t.co/DJ2DxPEhM1,1,False,und,,0,False,,1,1,0.0
122,2016-05-15 07:49:51,"#Bernie is the A-Table.  Brilliant minds, exceptional talent&amp; huge hearts hang with him.  #FeelTheBern #StillSanders https://t.co/EGs0uLyRkp",1,False,en,,0,False,,1,1,0.655555555556
123,2016-05-15 07:41:39,Guess who they are drawing?  #bernie and #bernieGirl aka Jane lol https://t.co/Nq65tHZyTo,0,False,en,,0,False,,1,1,0.8
124,2016-05-15 06:12:28,@estrellatv preguntas a #Bernie maana sobre este rob y atropello  https://t.co/36YGewAM2L,0,False,es,,0,False,,1,1,0.0
125,2016-05-15 03:42:32,@EcoLivingCenter  #HRC is fine for the system we have. #BernieSanders is espousing where we as a society need to get to. Voting #bernie,0,False,en,,0,False,,1,1,0.416666666667
126,2016-05-15 03:24:30,Because #Bernie  https://t.co/ec7lY3VaOc,0,False,en,,0,False,,1,1,0.0
127,2016-05-15 02:04:43,"Retweeted Beth Salvin (@BethCol77455974):

#Bernie Sanders on Political &amp; Electoral Reform #KY #KYPrimary... https://t.co/8d1Vu5TaOW",0,False,en,,0,False,,1,1,0.0
128,2016-05-15 01:52:08,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
129,2016-05-15 01:48:42,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
130,2016-05-15 01:46:12,"RT @taiping2: #Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZU",0,False,en,,8,False,,1,1,0.0
131,2016-05-15 01:44:32,"#Bernie supporters thought ""political revolution"" meant time for white people to intimidate the opposition.  https://t.co/DZUmKAOXea",3,False,en,,8,False,,1,1,0.0
132,2016-05-15 00:05:43,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
133,2016-05-14 23:53:45,RT @berningman16: #DropOutHillary because #Bernie unites the 99%. https://t.co/Mw8sQeCZ0X,0,False,en,,558,False,,1,1,0.0
134,2016-05-14 23:39:41,RT @berningman16: #DropOutHillary because #Bernie unites the 99%. https://t.co/Mw8sQeCZ0X,0,False,en,,558,False,,1,1,0.0
135,2016-05-14 23:00:54,RT @kierobar: #berniesanders #bernie #Feelthebern #Bernie2016 #KY #kyprimary #democraticprimary #caprimary #mtprimary #orprimary  https://t,0,False,und,,1,False,,1,1,0.0
136,2016-05-14 22:59:11,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
137,2016-05-14 22:07:12,RT @ApplePieEnglish: Should be shamed in front of every social studies class in USA. What negative role models! #ElectionFraud #Bernie http,0,False,en,,2,False,,1,1,-0.170833333333
138,2016-05-14 22:04:25,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
139,2016-05-14 22:00:54,"RT @ApplePieEnglish: Rescue &amp; Un-hostage the #Bernie pizza, feed our delegates NOW!  #ElectionFraud #DropOutHillary #NeverHillary https://t",0,False,en,,3,False,,1,1,0.0
140,2016-05-14 21:58:43,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
141,2016-05-14 21:57:29,RT @ApplePieEnglish: Should be shamed in front of every social studies class in USA. What negative role models! #ElectionFraud #Bernie http,0,False,en,,2,False,,1,1,-0.170833333333
142,2016-05-14 21:55:51,"RT @ApplePieEnglish: Rescue &amp; Un-hostage the #Bernie pizza, feed our delegates NOW!  #ElectionFraud #DropOutHillary #NeverHillary https://t",0,False,en,,3,False,,1,1,0.0
143,2016-05-14 21:54:51,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
144,2016-05-14 21:54:50,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
145,2016-05-14 21:54:16,RT @taiping2: Hope a Democrat primaries #Bernie in VT in 2018. I will happily donate. @AlGiordano,0,False,en,,7,False,,1,1,0.8
146,2016-05-14 21:50:43,Should be shamed in front of every social studies class in USA. What negative role models! #ElectionFraud #Bernie https://t.co/abuv6uxBST,2,False,en,,2,False,,1,1,-0.170833333333
